fish_id,replicate_number,diet_treatment,timepoint,bm_g,acute_temperature,fh_bpm,t_arr
OPAL_139,4,Carn,0,24.3,18.2,115.01,27.2
OPAL_139,4,Carn,0,24.3,19.1,124.04,27.2
OPAL_139,4,Carn,0,24.3,20.1,132.61,27.2
OPAL_139,4,Carn,0,24.3,21.3,143.29,27.2
OPAL_139,4,Carn,0,24.3,22.1,150.54,27.2
OPAL_139,4,Carn,0,24.3,23.2,159.23,27.2
OPAL_139,4,Carn,0,24.3,24.2,166.43,27.2
OPAL_139,4,Carn,0,24.3,25.3,171.79,27.2
OPAL_139,4,Carn,0,24.3,26.3,173.86,27.2
OPAL_139,4,Carn,0,24.3,27.3,168.74,27.2
OPAL_139,4,Carn,0,24.3,28.1,159.24,27.2
OPAL_167,4,Omni,14,15.16,17.9,124.67,29.2
OPAL_167,4,Omni,14,15.16,18.6,128.16,29.2
OPAL_167,4,Omni,14,15.16,19.9,138.48,29.2
OPAL_167,4,Omni,14,15.16,20.9,149.47,29.2
OPAL_167,4,Omni,14,15.16,21.7,157.38,29.2
OPAL_167,4,Omni,14,15.16,22.7,164.34,29.2
OPAL_167,4,Omni,14,15.16,23.9,177.95,29.2
OPAL_167,4,Omni,14,15.16,24.8,185.14,29.2
OPAL_167,4,Omni,14,15.16,26,193.32,29.2
OPAL_167,4,Omni,14,15.16,26.9,201.93,29.2
OPAL_167,4,Omni,14,15.16,27.8,204.72,29.2
OPAL_167,4,Omni,14,15.16,28.8,204.17,29.2
OPAL_167,4,Omni,14,15.16,29.9,188.66,29.2
OPAL_179,5,Herb,0,16.98,12.3,62.65,27.5
OPAL_179,5,Herb,0,16.98,13.1,67.34,27.5
OPAL_179,5,Herb,0,16.98,14.2,73.95,27.5
OPAL_179,5,Herb,0,16.98,15.2,80.62,27.5
OPAL_179,5,Herb,0,16.98,16.1,86.06,27.5
OPAL_179,5,Herb,0,16.98,17.4,95.09,27.5
OPAL_179,5,Herb,0,16.98,18.1,99.97,27.5
OPAL_179,5,Herb,0,16.98,18.9,105.36,27.5
OPAL_179,5,Herb,0,16.98,20.1,111.9,27.5
OPAL_179,5,Herb,0,16.98,21.1,118.51,27.5
OPAL_179,5,Herb,0,16.98,22.1,123.16,27.5
OPAL_179,5,Herb,0,16.98,23.2,125.83,27.5
OPAL_179,5,Herb,0,16.98,24.1,130.22,27.5
OPAL_179,5,Herb,0,16.98,25.1,139.54,27.5
OPAL_179,5,Herb,0,16.98,26.1,147.55,27.5
OPAL_179,5,Herb,0,16.98,26.9,153.45,27.5
OPAL_179,5,Herb,0,16.98,28,120.97,27.5
OPAL_183,5,Carn,0,21.96,11.5,67.99,29.8
OPAL_183,5,Carn,0,21.96,12.4,72.47,29.8
OPAL_183,5,Carn,0,21.96,13.6,82.41,29.8
OPAL_183,5,Carn,0,21.96,15.2,94.91,29.8
OPAL_183,5,Carn,0,21.96,16.4,106.8,29.8
OPAL_183,5,Carn,0,21.96,17.5,117.24,29.8
OPAL_183,5,Carn,0,21.96,17.8,119.13,29.8
OPAL_183,5,Carn,0,21.96,18.9,128.66,29.8
OPAL_183,5,Carn,0,21.96,19.9,139.63,29.8
OPAL_183,5,Carn,0,21.96,21.1,149.14,29.8
OPAL_183,5,Carn,0,21.96,22.2,158.96,29.8
OPAL_183,5,Carn,0,21.96,23.5,168.17,29.8
OPAL_183,5,Carn,0,21.96,24,173.28,29.8
OPAL_183,5,Carn,0,21.96,24.8,178.94,29.8
OPAL_183,5,Carn,0,21.96,25.9,185.41,29.8
OPAL_183,5,Carn,0,21.96,26.9,191.7,29.8
OPAL_183,5,Carn,0,21.96,28,196.85,29.8
OPAL_183,5,Carn,0,21.96,29.2,195.58,29.8
OPAL_183,5,Carn,0,21.96,29.8,134.57,29.8
OPAL_187,5,Carn,0,33.99,11.8,67.42,25.7
OPAL_187,5,Carn,0,33.99,13.3,73.92,25.7
OPAL_187,5,Carn,0,33.99,13.7,78.89,25.7
OPAL_187,5,Carn,0,33.99,15,88.86,25.7
OPAL_187,5,Carn,0,33.99,16,96.93,25.7
OPAL_187,5,Carn,0,33.99,17.1,104.51,25.7
OPAL_187,5,Carn,0,33.99,18,112.34,25.7
OPAL_187,5,Carn,0,33.99,18.9,118.71,25.7
OPAL_187,5,Carn,0,33.99,19.9,127.39,25.7
OPAL_187,5,Carn,0,33.99,20.9,137.49,25.7
OPAL_187,5,Carn,0,33.99,22.2,149.33,25.7
OPAL_187,5,Carn,0,33.99,23.1,157.52,25.7
OPAL_187,5,Carn,0,33.99,23.9,162.96,25.7
OPAL_187,5,Carn,0,33.99,24.9,164.87,25.7
OPAL_187,5,Carn,0,33.99,25.9,161.27,25.7
OPAL_187,5,Carn,0,33.99,26.9,153.24,25.7
OPAL_40,1,Omni,14,77.36,17.3,100.58,30.2
OPAL_40,1,Omni,14,77.36,17.8,108.56,30.2
OPAL_40,1,Omni,14,77.36,18.9,117.31,30.2
OPAL_40,1,Omni,14,77.36,19.8,125.72,30.2
OPAL_40,1,Omni,14,77.36,20.8,135.52,30.2
OPAL_40,1,Omni,14,77.36,21.8,141.85,30.2
OPAL_40,1,Omni,14,77.36,22.9,153.22,30.2
OPAL_40,1,Omni,14,77.36,24,165.8,30.2
OPAL_40,1,Omni,14,77.36,24.8,173.75,30.2
OPAL_40,1,Omni,14,77.36,26,184.49,30.2
OPAL_40,1,Omni,14,77.36,26.8,189.52,30.2
OPAL_40,1,Omni,14,77.36,27.9,194.9,30.2
OPAL_40,1,Omni,14,77.36,29,191.5,30.2
OPAL_40,1,Omni,14,77.36,29.3,193.24,30.2
OPAL_40,1,Omni,14,77.36,30,172.49,30.2
OPAL_44,1,Carn,14,65.5,17.9,121,31.1
OPAL_44,1,Carn,14,65.5,18.5,127.79,31.1
OPAL_44,1,Carn,14,65.5,20,141.41,31.1
OPAL_44,1,Carn,14,65.5,21.1,154.07,31.1
OPAL_44,1,Carn,14,65.5,21.8,164.1,31.1
OPAL_44,1,Carn,14,65.5,22.8,173.64,31.1
OPAL_44,1,Carn,14,65.5,23.9,184.43,31.1
OPAL_44,1,Carn,14,65.5,25,197.26,31.1
OPAL_44,1,Carn,14,65.5,25.9,205.37,31.1
OPAL_44,1,Carn,14,65.5,27,212.75,31.1
OPAL_44,1,Carn,14,65.5,28.1,219.81,31.1
OPAL_44,1,Carn,14,65.5,29.2,228.26,31.1
OPAL_44,1,Carn,14,65.5,29.9,222.89,31.1
OPAL_44,1,Carn,14,65.5,30.7,216.74,31.1
OPAL_44,1,Carn,14,65.5,31.9,170.39,31.1
OPAL_48,1,Carn,14,80.5,19.1,126.48,33.3
OPAL_48,1,Carn,14,80.5,19.1,129.16,33.3
OPAL_48,1,Carn,14,80.5,20.2,145.81,33.3
OPAL_48,1,Carn,14,80.5,20.9,145.8,33.3
OPAL_48,1,Carn,14,80.5,21.9,153.47,33.3
OPAL_48,1,Carn,14,80.5,23.1,165.55,33.3
OPAL_48,1,Carn,14,80.5,24,175.38,33.3
OPAL_48,1,Carn,14,80.5,24.9,183.08,33.3
OPAL_48,1,Carn,14,80.5,25.9,190.91,33.3
OPAL_48,1,Carn,14,80.5,26.8,199.96,33.3
OPAL_48,1,Carn,14,80.5,27.7,203.41,33.3
OPAL_48,1,Carn,14,80.5,29.1,211.3,33.3
OPAL_48,1,Carn,14,80.5,29.8,212.47,33.3
OPAL_48,1,Carn,14,80.5,31,214.45,33.3
OPAL_48,1,Carn,14,80.5,32,213.1,33.3
OPAL_48,1,Carn,14,80.5,32.7,200.61,33.3
OPAL_48,1,Carn,14,80.5,34.1,150.91,33.3
OPAL_6,1,Carn,0,68.3,11.8,56.87,25.6
OPAL_6,1,Carn,0,68.3,12,57.01,25.6
OPAL_6,1,Carn,0,68.3,12.8,61.48,25.6
OPAL_6,1,Carn,0,68.3,13.8,67.94,25.6
OPAL_6,1,Carn,0,68.3,15,76.28,25.6
OPAL_6,1,Carn,0,68.3,16,84,25.6
OPAL_6,1,Carn,0,68.3,17,91.82,25.6
OPAL_6,1,Carn,0,68.3,17.9,97.78,25.6
OPAL_6,1,Carn,0,68.3,18.9,105.97,25.6
OPAL_6,1,Carn,0,68.3,20,111.55,25.6
OPAL_6,1,Carn,0,68.3,20.9,118.08,25.6
OPAL_6,1,Carn,0,68.3,21.7,125.22,25.6
OPAL_6,1,Carn,0,68.3,22.8,128.92,25.6
OPAL_6,1,Carn,0,68.3,23.8,133.83,25.6
OPAL_6,1,Carn,0,68.3,25,133.76,25.6
OPAL_6,1,Carn,0,68.3,25.9,129.04,25.6
OPAL_54,2,Carn,0,38.33,11.7,56.53,28.2
OPAL_54,2,Carn,0,38.33,12.5,60.31,28.2
OPAL_54,2,Carn,0,38.33,13.9,69.53,28.2
OPAL_54,2,Carn,0,38.33,15.3,78.63,28.2
OPAL_54,2,Carn,0,38.33,16.2,85.42,28.2
OPAL_54,2,Carn,0,38.33,17.3,93.93,28.2
OPAL_54,2,Carn,0,38.33,18.1,99.48,28.2
OPAL_54,2,Carn,0,38.33,19.2,103.75,28.2
OPAL_54,2,Carn,0,38.33,20.1,115.13,28.2
OPAL_54,2,Carn,0,38.33,21,117.27,28.2
OPAL_54,2,Carn,0,38.33,21.7,121.28,28.2
OPAL_54,2,Carn,0,38.33,22.9,126.27,28.2
OPAL_54,2,Carn,0,38.33,24.1,132.08,28.2
OPAL_54,2,Carn,0,38.33,25.1,139.08,28.2
OPAL_54,2,Carn,0,38.33,25.8,139.93,28.2
OPAL_54,2,Carn,0,38.33,26.8,138.17,28.2
OPAL_54,2,Carn,0,38.33,28.1,133.22,28.2
OPAL_54,2,Carn,0,38.33,29.2,107.25,28.2
OPAL_78,2,Omni,14,43.9,17.9,124.84,32.5
OPAL_78,2,Omni,14,43.9,18.7,131.29,32.5
OPAL_78,2,Omni,14,43.9,20,145.48,32.5
OPAL_78,2,Omni,14,43.9,21.1,157.39,32.5
OPAL_78,2,Omni,14,43.9,21.9,166.64,32.5
OPAL_78,2,Omni,14,43.9,22.9,175.7,32.5
OPAL_78,2,Omni,14,43.9,24,185.29,32.5
OPAL_78,2,Omni,14,43.9,25.1,197.29,32.5
OPAL_78,2,Omni,14,43.9,26.1,211.36,32.5
OPAL_78,2,Omni,14,43.9,27,221.33,32.5
OPAL_78,2,Omni,14,43.9,28.1,230.5,32.5
OPAL_78,2,Omni,14,43.9,29.2,234.1,32.5
OPAL_78,2,Omni,14,43.9,30.1,237.95,32.5
OPAL_78,2,Omni,14,43.9,30.9,240.57,32.5
OPAL_78,2,Omni,14,43.9,31.9,240.58,32.5
OPAL_78,2,Omni,14,43.9,32.9,191.25,32.5
OPAL_82,2,Herb,14,23.49,18.4,106.39,29.1
OPAL_82,2,Herb,14,23.49,18.8,109.02,29.1
OPAL_82,2,Herb,14,23.49,20.1,119.25,29.1
OPAL_82,2,Herb,14,23.49,21,125.83,29.1
OPAL_82,2,Herb,14,23.49,21.5,130.36,29.1
OPAL_82,2,Herb,14,23.49,22.8,140.25,29.1
OPAL_82,2,Herb,14,23.49,24,148.47,29.1
OPAL_82,2,Herb,14,23.49,25,156.69,29.1
OPAL_82,2,Herb,14,23.49,26.1,163.13,29.1
OPAL_82,2,Herb,14,23.49,27.2,168.1,29.1
OPAL_82,2,Herb,14,23.49,28.2,169.85,29.1
OPAL_82,2,Herb,14,23.49,29,166.58,29.1
OPAL_82,2,Herb,14,23.49,29.7,128.49,29.1
OPAL_86,2,Carn,14,29.03,18.3,112.56,29.6
OPAL_86,2,Carn,14,29.03,19.1,116.46,29.6
OPAL_86,2,Carn,14,29.03,20,125.37,29.6
OPAL_86,2,Carn,14,29.03,21.2,135.56,29.6
OPAL_86,2,Carn,14,29.03,21.9,142.42,29.6
OPAL_86,2,Carn,14,29.03,22.9,149.92,29.6
OPAL_86,2,Carn,14,29.03,24.1,156.58,29.6
OPAL_86,2,Carn,14,29.03,25,164.09,29.6
OPAL_86,2,Carn,14,29.03,26.1,167.38,29.6
OPAL_86,2,Carn,14,29.03,26.9,172.36,29.6
OPAL_86,2,Carn,14,29.03,27.9,173.09,29.6
OPAL_86,2,Carn,14,29.03,29,174.3,29.6
OPAL_86,2,Carn,14,29.03,29.7,163.29,29.6
OPAL_90,2,Omni,14,52.23,18.3,120.79,33.8
OPAL_90,2,Omni,14,52.23,18.9,124.8,33.8
OPAL_90,2,Omni,14,52.23,19.8,135.56,33.8
OPAL_90,2,Omni,14,52.23,20.8,143.91,33.8
OPAL_90,2,Omni,14,52.23,21.7,152.22,33.8
OPAL_90,2,Omni,14,52.23,22.7,166.28,33.8
OPAL_90,2,Omni,14,52.23,23.9,174.19,33.8
OPAL_90,2,Omni,14,52.23,24.8,190.62,33.8
OPAL_90,2,Omni,14,52.23,25.7,199.52,33.8
OPAL_90,2,Omni,14,52.23,26.7,211.22,33.8
OPAL_90,2,Omni,14,52.23,27.6,218.36,33.8
OPAL_90,2,Omni,14,52.23,28.7,228.72,33.8
OPAL_90,2,Omni,14,52.23,29.6,234.12,33.8
OPAL_90,2,Omni,14,52.23,30.9,232.22,33.8
OPAL_90,2,Omni,14,52.23,31.8,238.82,33.8
OPAL_90,2,Omni,14,52.23,32.4,236.71,33.8
OPAL_90,2,Omni,14,52.23,34,186.65,33.8
OPAL_96,3,Carn,0,60.54,12.6,74.46,31.3
OPAL_96,3,Carn,0,60.54,12.6,71.71,31.3
OPAL_96,3,Carn,0,60.54,13.6,76.5,31.3
OPAL_96,3,Carn,0,60.54,14.7,85.37,31.3
OPAL_96,3,Carn,0,60.54,15.8,92.92,31.3
OPAL_96,3,Carn,0,60.54,16.7,101.17,31.3
OPAL_96,3,Carn,0,60.54,17.8,109.62,31.3
OPAL_96,3,Carn,0,60.54,18.9,119.97,31.3
OPAL_96,3,Carn,0,60.54,19.8,126.27,31.3
OPAL_96,3,Carn,0,60.54,21.3,137.93,31.3
OPAL_96,3,Carn,0,60.54,21.8,144.18,31.3
OPAL_96,3,Carn,0,60.54,22.8,150.54,31.3
OPAL_96,3,Carn,0,60.54,23.8,156.66,31.3
OPAL_96,3,Carn,0,60.54,24.8,161.74,31.3
OPAL_96,3,Carn,0,60.54,25.7,164.14,31.3
OPAL_96,3,Carn,0,60.54,26.7,166.68,31.3
OPAL_96,3,Carn,0,60.54,28,169.92,31.3
OPAL_96,3,Carn,0,60.54,28.9,172.6,31.3
OPAL_96,3,Carn,0,60.54,29.9,173.42,31.3
OPAL_96,3,Carn,0,60.54,31.4,164.75,31.3
OPAL_96,3,Carn,0,60.54,31.8,128.71,31.3
OPAL_120,3,Carn,14,34.44,17.9,119.14,32.2
OPAL_120,3,Carn,14,34.44,18.8,126.01,32.2
OPAL_120,3,Carn,14,34.44,19.9,138.42,32.2
OPAL_120,3,Carn,14,34.44,20.9,148.89,32.2
OPAL_120,3,Carn,14,34.44,22,162.5,32.2
OPAL_120,3,Carn,14,34.44,22.8,171.45,32.2
OPAL_120,3,Carn,14,34.44,23.8,182.08,32.2
OPAL_120,3,Carn,14,34.44,25.1,192.85,32.2
OPAL_120,3,Carn,14,34.44,25.9,200.61,32.2
OPAL_120,3,Carn,14,34.44,26.8,204.89,32.2
OPAL_120,3,Carn,14,34.44,27.7,210.04,32.2
OPAL_120,3,Carn,14,34.44,28.7,215.32,32.2
OPAL_120,3,Carn,14,34.44,30.1,223.3,32.2
OPAL_120,3,Carn,14,34.44,30.9,225.33,32.2
OPAL_120,3,Carn,14,34.44,31.9,214.73,32.2
OPAL_120,3,Carn,14,34.44,33.1,164.71,32.2
OPAL_124,3,Herb,14,43.57,17.9,113.22,29.7
OPAL_124,3,Herb,14,43.57,18.8,119.69,29.7
OPAL_124,3,Herb,14,43.57,19.7,127.31,29.7
OPAL_124,3,Herb,14,43.57,20.7,135.36,29.7
OPAL_124,3,Herb,14,43.57,21.8,144.06,29.7
OPAL_124,3,Herb,14,43.57,23,152.16,29.7
OPAL_124,3,Herb,14,43.57,25,165.52,29.7
OPAL_124,3,Herb,14,43.57,26.1,168.36,29.7
OPAL_124,3,Herb,14,43.57,27.2,170.04,29.7
OPAL_124,3,Herb,14,43.57,28,170.37,29.7
OPAL_124,3,Herb,14,43.57,28.7,170.17,29.7
OPAL_124,3,Herb,14,43.57,29.8,159.16,29.7
OPAL_128,3,Omni,14,38.56,18.8,125.18,32.8
OPAL_128,3,Omni,14,38.56,18.8,124.78,32.8
OPAL_128,3,Omni,14,38.56,19.9,135.44,32.8
OPAL_128,3,Omni,14,38.56,21.1,145.55,32.8
OPAL_128,3,Omni,14,38.56,22,154.89,32.8
OPAL_128,3,Omni,14,38.56,22.9,163.41,32.8
OPAL_128,3,Omni,14,38.56,23.8,170.79,32.8
OPAL_128,3,Omni,14,38.56,24.9,179.39,32.8
OPAL_128,3,Omni,14,38.56,25.9,189.7,32.8
OPAL_128,3,Omni,14,38.56,26.9,197.9,32.8
OPAL_128,3,Omni,14,38.56,28,205.03,32.8
OPAL_128,3,Omni,14,38.56,28.2,202.83,32.8
OPAL_128,3,Omni,14,38.56,29.8,208.06,32.8
OPAL_128,3,Omni,14,38.56,31.2,198.66,32.8
OPAL_128,3,Omni,14,38.56,32.1,181.6,32.8
OPAL_128,3,Omni,14,38.56,33,177.93,32.8
OPAL_132,3,Carn,14,57.72,18.2,121.86,31.4
OPAL_132,3,Carn,14,57.72,18.7,125.63,31.4
OPAL_132,3,Carn,14,57.72,19.9,136.06,31.4
OPAL_132,3,Carn,14,57.72,21.1,145.45,31.4
OPAL_132,3,Carn,14,57.72,21.8,153.53,31.4
OPAL_132,3,Carn,14,57.72,23.3,167.2,31.4
OPAL_132,3,Carn,14,57.72,24,175.13,31.4
OPAL_132,3,Carn,14,57.72,25,182.1,31.4
OPAL_132,3,Carn,14,57.72,26,187.08,31.4
OPAL_132,3,Carn,14,57.72,27.1,196.67,31.4
OPAL_132,3,Carn,14,57.72,28,202.46,31.4
OPAL_132,3,Carn,14,57.72,29.1,205.61,31.4
OPAL_132,3,Carn,14,57.72,30.3,207.17,31.4
OPAL_132,3,Carn,14,57.72,31.1,196.3,31.4
OPAL_132,3,Carn,14,57.72,31.8,177.66,31.4
OPAL_136,3,Herb,14,38.86,18.1,109.83,36.5
OPAL_136,3,Herb,14,38.86,18.6,112.73,36.5
OPAL_136,3,Herb,14,38.86,19.9,123.41,36.5
OPAL_136,3,Herb,14,38.86,21.1,133.54,36.5
OPAL_136,3,Herb,14,38.86,22.1,141.93,36.5
OPAL_136,3,Herb,14,38.86,22.8,148.7,36.5
OPAL_136,3,Herb,14,38.86,23.8,156.2,36.5
OPAL_136,3,Herb,14,38.86,24.8,162.46,36.5
OPAL_136,3,Herb,14,38.86,25.6,166.86,36.5
OPAL_136,3,Herb,14,38.86,26.8,172.51,36.5
OPAL_136,3,Herb,14,38.86,27.9,176.07,36.5
OPAL_136,3,Herb,14,38.86,28.9,178.13,36.5
OPAL_136,3,Herb,14,38.86,29.7,177.65,36.5
OPAL_136,3,Herb,14,38.86,30.5,175.34,36.5
OPAL_136,3,Herb,14,38.86,31.6,178.8,36.5
OPAL_136,3,Herb,14,38.86,32.8,181.52,36.5
OPAL_136,3,Herb,14,38.86,34.1,188.99,36.5
OPAL_136,3,Herb,14,38.86,35.4,192.66,36.5
OPAL_136,3,Herb,14,38.86,35.1,195.89,36.5
OPAL_136,3,Herb,14,38.86,36.5,169.42,36.5
OPAL_140,4,Omni,0,46.3,12.5,71.55,30.4
OPAL_140,4,Omni,0,46.3,13.4,78.27,30.4
OPAL_140,4,Omni,0,46.3,14.4,85.71,30.4
OPAL_140,4,Omni,0,46.3,15.3,92.34,30.4
OPAL_140,4,Omni,0,46.3,16.2,99.64,30.4
OPAL_140,4,Omni,0,46.3,17.3,108.23,30.4
OPAL_140,4,Omni,0,46.3,18.2,115.43,30.4
OPAL_140,4,Omni,0,46.3,19.1,123.58,30.4
OPAL_140,4,Omni,0,46.3,20.1,132.98,30.4
OPAL_140,4,Omni,0,46.3,21.3,143.36,30.4
OPAL_140,4,Omni,0,46.3,22.1,149.53,30.4
OPAL_140,4,Omni,0,46.3,23.2,159.9,30.4
OPAL_140,4,Omni,0,46.3,24.2,168.62,30.4
OPAL_140,4,Omni,0,46.3,25.3,177.59,30.4
OPAL_140,4,Omni,0,46.3,26.3,184.85,30.4
OPAL_140,4,Omni,0,46.3,27.3,191.09,30.4
OPAL_140,4,Omni,0,46.3,28.1,193.91,30.4
OPAL_140,4,Omni,0,46.3,28.8,194.44,30.4
OPAL_140,4,Omni,0,46.3,29.8,193.16,30.4
OPAL_140,4,Omni,0,46.3,31.5,137.92,30.4
OPAL_161,4,Omni,14,55.95,18.4,130.17,31.9
OPAL_161,4,Omni,14,55.95,19,134.16,31.9
OPAL_161,4,Omni,14,55.95,20.2,145.96,31.9
OPAL_161,4,Omni,14,55.95,21,155.1,31.9
OPAL_161,4,Omni,14,55.95,22.1,167.31,31.9
OPAL_161,4,Omni,14,55.95,23.1,178.79,31.9
OPAL_161,4,Omni,14,55.95,24,188.88,31.9
OPAL_161,4,Omni,14,55.95,24.9,200.72,31.9
OPAL_161,4,Omni,14,55.95,25.9,211.03,31.9
OPAL_161,4,Omni,14,55.95,26.6,216.7,31.9
OPAL_161,4,Omni,14,55.95,27.6,226,31.9
OPAL_161,4,Omni,14,55.95,28.7,230.41,31.9
OPAL_161,4,Omni,14,55.95,29.9,236.4,31.9
OPAL_161,4,Omni,14,55.95,31,242.85,31.9
OPAL_161,4,Omni,14,55.95,31.7,180.69,31.9
OPAL_166a,4,Herb,14,48.9,18.4,114.67,32
OPAL_166a,4,Herb,14,48.9,18.9,118.75,32
OPAL_166a,4,Herb,14,48.9,19.9,126.11,32
OPAL_166a,4,Herb,14,48.9,21.2,136.03,32
OPAL_166a,4,Herb,14,48.9,22.2,145.06,32
OPAL_166a,4,Herb,14,48.9,23.5,153.58,32
OPAL_166a,4,Herb,14,48.9,24.2,158.09,32
OPAL_166a,4,Herb,14,48.9,25,160.19,32
OPAL_166a,4,Herb,14,48.9,25.8,160.34,32
OPAL_166a,4,Herb,14,48.9,26.5,160.97,32
OPAL_166a,4,Herb,14,48.9,27.9,161.5,32
OPAL_166a,4,Herb,14,48.9,29,161.89,32
OPAL_166a,4,Herb,14,48.9,30.2,154.75,32
OPAL_166a,4,Herb,14,48.9,31,146.73,32
OPAL_166a,4,Herb,14,48.9,32,142.54,32
OPAL_168,4,Carn,14,14.1,17.9,123.92,30.7
OPAL_168,4,Carn,14,14.1,18.6,127.08,30.7
OPAL_168,4,Carn,14,14.1,19.9,138.23,30.7
OPAL_168,4,Carn,14,14.1,20.9,149.6,30.7
OPAL_168,4,Carn,14,14.1,21.7,156.29,30.7
OPAL_168,4,Carn,14,14.1,22.7,161.78,30.7
OPAL_168,4,Carn,14,14.1,23.9,170.15,30.7
OPAL_168,4,Carn,14,14.1,24.8,175.52,30.7
OPAL_168,4,Carn,14,14.1,26,189.24,30.7
OPAL_168,4,Carn,14,14.1,26.9,194.61,30.7
OPAL_168,4,Carn,14,14.1,27.8,201.47,30.7
OPAL_168,4,Carn,14,14.1,28.8,205.83,30.7
OPAL_168,4,Carn,14,14.1,29.9,205.12,30.7
OPAL_168,4,Carn,14,14.1,31.1,146.41,30.7
OPAL_184,5,Herb,0,39.57,11.5,54.83,28.1
OPAL_184,5,Herb,0,39.57,12.4,57.37,28.1
OPAL_184,5,Herb,0,39.57,13.6,64.35,28.1
OPAL_184,5,Herb,0,39.57,15.2,74.68,28.1
OPAL_184,5,Herb,0,39.57,16.4,84.54,28.1
OPAL_184,5,Herb,0,39.57,17.5,91.62,28.1
OPAL_184,5,Herb,0,39.57,17.8,89.84,28.1
OPAL_184,5,Herb,0,39.57,18.9,96.85,28.1
OPAL_184,5,Herb,0,39.57,19.9,105.14,28.1
OPAL_184,5,Herb,0,39.57,21.1,115.02,28.1
OPAL_184,5,Herb,0,39.57,22.2,125.78,28.1
OPAL_184,5,Herb,0,39.57,23.5,138.35,28.1
OPAL_184,5,Herb,0,39.57,24,142.32,28.1
OPAL_184,5,Herb,0,39.57,24.8,148.59,28.1
OPAL_184,5,Herb,0,39.57,25.9,153.98,28.1
OPAL_184,5,Herb,0,39.57,26.9,150.86,28.1
OPAL_184,5,Herb,0,39.57,28,127.87,28.1
OPAL_188,5,Herb,0,31.81,11.8,61.63,30.3
OPAL_188,5,Herb,0,31.81,13.3,68.51,30.3
OPAL_188,5,Herb,0,31.81,13.7,73.26,30.3
OPAL_188,5,Herb,0,31.81,15,82.49,30.3
OPAL_188,5,Herb,0,31.81,16,90.62,30.3
OPAL_188,5,Herb,0,31.81,17.1,98.88,30.3
OPAL_188,5,Herb,0,31.81,18,106.51,30.3
OPAL_188,5,Herb,0,31.81,18.9,113.24,30.3
OPAL_188,5,Herb,0,31.81,19.9,120.68,30.3
OPAL_188,5,Herb,0,31.81,20.9,128.6,30.3
OPAL_188,5,Herb,0,31.81,22.2,138.76,30.3
OPAL_188,5,Herb,0,31.81,23.1,146.41,30.3
OPAL_188,5,Herb,0,31.81,23.9,154.88,30.3
OPAL_188,5,Herb,0,31.81,24.9,162.55,30.3
OPAL_188,5,Herb,0,31.81,25.9,170.13,30.3
OPAL_188,5,Herb,0,31.81,26.9,176.54,30.3
OPAL_188,5,Herb,0,31.81,28.2,183.14,30.3
OPAL_188,5,Herb,0,31.81,29,181.54,30.3
OPAL_188,5,Herb,0,31.81,30,171.64,30.3
OPAL_188,5,Herb,0,31.81,30.8,131.12,30.3
OPAL_171,4,Herb,14,11.22,18.9,122.71,35.5
OPAL_171,4,Herb,14,11.22,19,123.91,35.5
OPAL_171,4,Herb,14,11.22,19.5,127.15,35.5
OPAL_171,4,Herb,14,11.22,19.9,131.81,35.5
OPAL_171,4,Herb,14,11.22,20.9,141.49,35.5
OPAL_171,4,Herb,14,11.22,22,151.84,35.5
OPAL_171,4,Herb,14,11.22,23,162.88,35.5
OPAL_171,4,Herb,14,11.22,24,170.64,35.5
OPAL_171,4,Herb,14,11.22,25.2,180.15,35.5
OPAL_171,4,Herb,14,11.22,26,189.77,35.5
OPAL_171,4,Herb,14,11.22,27.1,196.81,35.5
OPAL_171,4,Herb,14,11.22,27.8,198,35.5
OPAL_171,4,Herb,14,11.22,28.9,199.99,35.5
OPAL_171,4,Herb,14,11.22,30.1,202.27,35.5
OPAL_171,4,Herb,14,11.22,31.3,203.71,35.5
OPAL_171,4,Herb,14,11.22,31.9,203.95,35.5
OPAL_171,4,Herb,14,11.22,32.6,208.93,35.5
OPAL_171,4,Herb,14,11.22,33.8,214.03,35.5
OPAL_171,4,Herb,14,11.22,35,216.87,35.5
OPAL_171,4,Herb,14,11.22,35.8,202.61,35.5
